更新,職缺,公司,工作內容,職務類別,工作待遇,工作性質,上班地點,管理責任,出差外派,上班時段,休假制度,可上班日,需求人數,工作經歷,學歷要求,科系要求,語文條件,擅長工具,工作技能,其他條件,公司福利,連結
2024/01/02,品保工程師,康美包紙盒包裝股份有限公司,"1. 品質系統維護與管理
2. 供應商品質管理
3. 生產製程參數優化
4. 專案管理
5. 主管交辦事項","品管／品保工程師,ISO／品保人員,生產技術／製程工程師",待遇面議,全職,新竹縣湖口鄉,不需負擔管理責任,無需出差外派,日班,週休二日,一個月內,1人,5年以上,大學、碩士,不拘,英文--聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,"協助改善產品良率,建立標準生產流程,提昇設備產能稼動率與生產效率,原料及產品品質管制監控","- 其他：1.工作細心,負責任感
2.善溝通協調","- 福利制度：*優於法令之休假制度，充分安排您私人的假期與活動
*訓練發展：新人及專業的在職訓練，重視您的學習與發展
*具競爭力之薪資及獎金共享經營的成果
*豐富的福委會活動，關心您身心靈的平衡
*多采多姿的年終尾牙，共享一整年打拼的成果
*健全完備的員工與眷屬之團保(公司全額支付)，關懷及照顧您的家庭
*三節及生日禮金/禮品，感受公司貼心與關心
*年度健康檢查，隨時掌握健康狀況
*免費員工停車場(工廠)，上下班停車免煩惱
年終獎金,三節獎金/禮品,結婚禮金,生育津貼,子女教育獎助學金,旅遊補助,住院慰問金,慶生會,家庭日,員工停車位,停車位,優於勞基法特休,伙食津貼,員工團體保險",https://www.104.com.tw/job/6xz8d
2023/12/29,客戶設備維護工程師-(高雄/台南),康美包紙盒包裝股份有限公司,"1.客戶設備例行性檢視及保養
2.客戶設備異常故障排除及維修
3.客戶設備計畫性大保養執行
4.確實記錄服務內容及繳交相關報表
5.協助工廠紙盒測試及異常問題反映
6.配合專案執行
7.新設備安裝
8.零件銷售、服務費用預算的達成
9.可配合機動性至客戶端(嘉義以南)","電機工程技術員,產品售後技術服務,業務支援工程師",待遇面議,全職,高雄市路竹區,不需負擔管理責任,需出差，一年累積時間未定,日班,週休二日,不限,1人,3年以上,專科、大學、碩士,"電機電子工程相關,機械工程相關,電機電子維護相關",不拘,PLC,"電子電路設計,電子圖表繪製,電子儀表工具使用,電子儀表設備測試,電子儀表設備裝配,電動機及電氣相關知識,電機設備保養修護,電機設備操作,機械產品故障排除檢修","- 其他：1. 可配合機動性至客戶端(嘉義以南)，需自備交通工具
2. 孰悉PLC控制系統/伺服驅動控制系統
3. 具設備電器控制系統專業
4. 不排斥設備機械類性質的工作，具有設備維護或設備組裝或客服3年以上經驗","- 福利制度：*優於法令之休假制度，充分安排您私人的假期與活動
*訓練發展：新人及專業的在職訓練，重視您的學習與發展
*具競爭力之薪資及獎金共享經營的成果
*豐富的福委會活動，關心您身心靈的平衡
*多采多姿的年終尾牙，共享一整年打拼的成果
*健全完備的員工與眷屬之團保(公司全額支付)，關懷及照顧您的家庭
*三節及生日禮金/禮品，感受公司貼心與關心
*年度健康檢查，隨時掌握健康狀況
*免費員工停車場(工廠)，上下班停車免煩惱
年終獎金,三節獎金/禮品,結婚禮金,生育津貼,子女教育獎助學金,旅遊補助,住院慰問金,慶生會,家庭日,員工停車位,停車位,優於勞基法特休,伙食津貼,員工團體保險",https://www.104.com.tw/job/688ak
2024/01/18,ALES Asia_自動化/軟體設計工程師 (中科-法液空),液空台灣_亞東工業氣體股份有限公司,"法液空電子設備（ALES ASIA）在2006年於台灣成立，是液空集團的分公司，秉承Air Liquide品牌。
ALES ASIA為全球特殊氣體輸送設備需求，提供經過驗證、可靠且經濟高效的解決方案，不論是氣櫃，還是閥門歧管箱。我們還擁有內部的歧管和控制器PLC和HMI設計的客製化服務，確保滿足客戶對操作界面的偏好。法液空的客戶遍布全球，為客戶生產的氣體設備廣泛應用於半導體代工廠、面板廠、LED廠、太陽能廠、實驗室、學校…等應用領域。
1.規劃開發VMB、GC及新產品控制器之硬體及設計線路繪製。
2.建立控制系統原物料(BOM)。
3.撰寫開發VMB、GC及新產品之軟體(HMI&PLC)及程式功能測試。
4.撰寫及完成開發VMB、GC及新產品之相關技術文件。
5.確認控制系統硬體線路圖及相關組成元件符合相關法規安全規範。
6.修改、提升VMB、GC既有相關生產設備軟體功能。","自動控制工程師,軟體工程師,電機技師／工程師",待遇面議,全職,台中市大雅區,不需負擔管理責任,需出差，一年累積時間約一個月以下,日班，9:00 ~ 18:00,週休二日,不限,1人,3年以上,大學、碩士,工程學科類,英文--聽 /中等、說 /中等、讀 /中等、寫 /中等,PLC,"軟體工程系統開發,軟體程式設計","- 其他：1. PLC 可程式化邏輯控制器（programmable logic controller) 程式設計編寫,有如下廠牌經驗佳: SIEMENS, OMRON. ALLEN-BRADLEY
2. HMI 人機介面 程式設計編寫,有如下廠牌經驗佳: SIEMENS, Proface
3. 具儀表(電氣)控制線路規劃設計及繪製工作經驗佳","- 福利制度：Air Liquide 不僅為法商在台投資最大的製造商，也是唯一連續4年榮獲HR Asia Awards -「亞洲最佳企業雇主獎」的氣體製造商。
Air Liquide 傾聽員工聲音、鼓勵員工發展、提升員工體驗。如果你具備好奇心，喜歡接觸不同領域與挑戰、擁有高度彈性來面對解決問題、追求長遠多元發展與自我成長，那你絕不能錯過Air Liquide。你將加入一個安全為核心、重視多元與包容、實踐創新及永續行動的環境，讓你打造專屬的Air Liquide Career。
在Air Liquide，我們有：
■ 開放、擁抱多元的企業文化
■ 重視安全及員工體驗的工作環境
■ 鼓勵與支持人才多元發展及成長
■ 拓展國際視野，與不同國籍與背景的同仁一同合作
加入Air Liquide，跟我們一起成長！#IChooseAirLiquide
你的努力與實力備受矚目：
■ 具競爭力的薪資
■ 績效導向年度調薪制度，薪資再成長
■ 通過內部專業認證，技術津貼上看5,000元 (依職務需求而不同)
■ 員工即股東：以員工優惠價認購法國集團股票，增加被動收入
■ 員工推薦計畫，推薦優秀人才扮演獎金獵人
優於法令的假期，不只休息，更是培養感情、充實自我的好時機
■ 10天特休、8天Air Lquide彈性假，到職即享有 (第一年到職按比例發放)
■ 5天全薪病假，放心看病與休養
■ 14週產假 + 10天陪產假，讓媽媽及伴侶能充分兼顧家庭
■ 子女及兄弟姊妹婚假，不怕錯過家族喜事
讓健康與安全，作為你堅強的後援：
■ 員工團保，涵蓋人壽、意外、醫療及癌症保險。
■ 眷屬團保優惠價，提供父母、子女共同保障。
■ 免費年度健康檢查 + 加購項目優惠價客製個人需求。
■ 防護具及量身訂製耳塞，降低危害風險，保障工作安全。(依職務需求提供)
友善與舒適工作環境，提高工作效力：
■ 信任制的彈性工時及遠距辦公，靈活運用私人時間 (依職務需求調整)
■ 全自動研磨咖啡機、氣泡水機及茶包，讓你無限暢飲
■ 亞東水果日，提供新鮮水果或果汁補充維生素
■ 免費零食小點心，享受下午茶時光
■ 健身房、哺乳室、不定期視障按摩服務及瑜珈等課程
■ EAP員工協助方案，提供法律、財務、身心等諮詢服務，職場私生活不再兩頭燒
■ myVoice 調查，讓集團聽見你的心聲，提升你的員工體驗
運用人才發展資源，提升職能專業、打造職涯舞台：
■ 液空大學：多元主題與多國語系線上課程，隨時充電學習不中斷
■ 輪調文化：鼓勵跨職務、跨國 / 子公司輪調，培養及拓展多元職能
■ 透明、公正、績效導向升遷制度
■ 內部競賽獎勵與績優員工表揚，為你的液空職涯增添亮點
福委會與多元福利，職場生活更有趣：
■ 優渥的國內外旅遊津貼
■ 生日禮金及禮券，慶生續攤沒負擔
■ 三節禮金、禮品及應景活動，找回傳統節慶的回憶
■ 婚喪病生育補助，讓你窩心不傷心
■ 社團活動補助，結交志同道合的朋友
■ 樂活講座，輕鬆吸收生活及旅遊新知
■ 家庭日及志工日，培養親友感情還能為環境永續及弱勢關懷貢獻心力
員工認股,年終獎金,三節獎金/禮品,咖啡吧,生活工作諮詢,不扣薪病假,結婚禮金,生育津貼,社團補助,旅遊補助,退職金提撥,社團活動,家庭日,優於勞基法特休,伙食津貼,員工團體保險",https://www.104.com.tw/job/84hts
2024/01/18,維保營運管理部_保養維修工程師(新竹),台灣通力電梯股份有限公司,"電梯/扶梯保養員的職責為依照合約、公司政策及作業流程提供現場保養及維修服務。
工作內容包括：
1. 以高品質的服務、主動拜訪及良好的溝通維持客戶滿意度。
2. 負責電梯/扶梯現場拜訪，包括定期保養、維修、及緊急報修(call out)，相關作業需符合通力作業流程規範，並確保回應時間及服務品質。
3. 負責作業現場安全，確實依照規範執行斷電及標示作業。
4. 與維保主任共同討論、有效安排日常維修保養行程。
5. 負責區域：以新竹地區為主。
★薪資面試後依年資核定。","電機裝修工,電子設備裝修工,電機工程技術員","月薪31,500元以上",全職,桃園市蘆竹區,不需負擔管理責任,無需出差外派,日班/大夜班，需輪班,依公司規定,一個月內,1~2人,1年以上,高中、專科、大學,"工程學科類,工業技藝及機械學科類",不拘,不拘,不拘,"- 其他：1. 需持有升降機丙級(含)以上證照，依證照等級不同享有證照津貼。
2. 外勤人員享有交通津貼補助。
3. 需自備汽機車
4. 每季發放修理獎金
5. 每年依公司營運狀況及個人績效調薪
6. 中專、大專或職業技校畢業，機電、機械相關專業。
7. 責任心強、積極上進。
8. 組織紀律性強、安全意識強。
9. 健康狀況良好（無色盲、色弱、恐高、心臟病等）。
10. 有電梯行業經驗優先考慮。","- 福利制度：【充實照顧】加入我們，體驗充滿活力與樂趣的工作環境！
在台灣通力電梯，您的職涯將迎來全方位的成長與發展機會，並享受以下精心安排的福利待遇：
- 法定福利保障：我們依法提撥員工的勞保、健保和勞退，確保您在工作中享有充分的保障。
- 免費團體保險：為了照顧您的福祉，我們提供全面的員工團體保險，保護您和您的家人 (部份自費) 。
- 定期健康檢查：我們重視員工的健康，定期提供健康檢查，確保您的身心狀況良好。
- 電話費用補助：為了減輕您的負擔，每月提供電話費用補助，讓您輕鬆保持聯繫。
- 教育訓練機會：我們重視您的專業成長，提供國內外的教育訓練機會和進修補助，讓您不斷學習進步。
- 員工制服：我們提供優質的員工制服，讓您在工作中展現專業形象。(前線及業務人員)
- 福委會福利項目：我們的福委會致力於照顧您的福利需求，包括端午/中秋禮金、生日禮金、聖誕節禮金、旅遊津貼、年終獎金以及不定期團建活動，讓您在工作之餘享受多重驚喜和福利。
年終獎金,三節獎金/禮品,專業證照獎金,員工宿舍,醫務室,生活工作諮詢,結婚禮金,生育津貼,停車費補助,旅遊補助,交通津貼補助,國內旅遊,部門聚餐,員工停車位,配發公務機,停車位,員工團體保險",https://www.104.com.tw/job/82msc
2024/01/18,維保營運管理部_保養維修工程師(北捷環狀線),台灣通力電梯股份有限公司,"電梯/扶梯保養員的職責為依照合約、公司政策及作業流程提供現場保養及維修服務。工作內容包括：
1. 以高品質的服務、主動拜訪及良好的溝通維持客戶滿意度。
2. 負責電梯/扶梯現場拜訪，包括定期保養、維修、及緊急報修(call out)，相關作業需符合通力作業流程規範，並確保回應時間及服務品質。
3. 負責作業現場安全，確實依照規範執行斷電及標示作業。
4. 與維保主任共同討論、有效安排日常維修保養行程。
5. 負責區域：北捷環狀線站內。
★薪資面試後依年資核定。","電機裝修工,電子設備裝修工,電機工程技術員","月薪32,000元以上",全職,新北市板橋區,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，需輪班,依公司規定,一個月內,1人,1年以上,高中、專科、大學,"工程學科類,工業技藝及機械學科類",不拘,不拘,"電機設備保養修護,機械產品故障排除檢修","- 其他：1. 需持有升降機丙級(含)以上證照，依證照等級不同享有證照津貼。
2. 需配合值班(on call)，值班人員另享有值班津貼。
3. 健康狀況良好（無色盲、色弱、恐高、心臟病等）。
4. 有電梯行業經驗優先考慮。","- 福利制度：【充實照顧】加入我們，體驗充滿活力與樂趣的工作環境！
在台灣通力電梯，您的職涯將迎來全方位的成長與發展機會，並享受以下精心安排的福利待遇：
- 法定福利保障：我們依法提撥員工的勞保、健保和勞退，確保您在工作中享有充分的保障。
- 免費團體保險：為了照顧您的福祉，我們提供全面的員工團體保險，保護您和您的家人 (部份自費) 。
- 定期健康檢查：我們重視員工的健康，定期提供健康檢查，確保您的身心狀況良好。
- 電話費用補助：為了減輕您的負擔，每月提供電話費用補助，讓您輕鬆保持聯繫。
- 教育訓練機會：我們重視您的專業成長，提供國內外的教育訓練機會和進修補助，讓您不斷學習進步。
- 員工制服：我們提供優質的員工制服，讓您在工作中展現專業形象。(前線及業務人員)
- 福委會福利項目：我們的福委會致力於照顧您的福利需求，包括端午/中秋禮金、生日禮金、聖誕節禮金、旅遊津貼、年終獎金以及不定期團建活動，讓您在工作之餘享受多重驚喜和福利。
年終獎金,三節獎金/禮品,專業證照獎金,員工宿舍,醫務室,生活工作諮詢,結婚禮金,生育津貼,停車費補助,旅遊補助,交通津貼補助,國內旅遊,部門聚餐,員工停車位,配發公務機,停車位,員工團體保險",https://www.104.com.tw/job/703wz
2024/01/18,維保營運管理部_保養維修工程師(桃園),台灣通力電梯股份有限公司,"電梯/扶梯保養員是通力的最前線，他們的職責是依照合約、公司政策及通力作業流程提供現場保養及維修服務。主要工作內容包括：
1. 以高品質的服務、主動拜訪及良好的溝通維持客戶滿意度。
2. 負責電梯/扶梯現場拜訪，包括定期保養、維修、及緊急報修(call out)，相關作業需符合通力作業流程規範，並確保回應時間及服務品質。
3. 負責作業現場安全，確實依照規範執行斷電及標示作業。
4. 與維保主任共同討論、有效安排日常維修保養行程。
5. 負責區域：以桃園地區為主。
★薪資面試後依年資核定。","電機裝修工,電子設備裝修工,電機工程技術員","月薪31,500元以上",全職,桃園市蘆竹區,不需負擔管理責任,無需出差外派,日班/晚班/大夜班，需輪班,依公司規定,一個月內,2~3人,1年以上,高中、專科、大學,"工程學科類,工業技藝及機械學科類",不拘,不拘,不拘,"- 其他：1. 需持有升降機丙級(含)以上證照，依證照等級不同享有證照津貼。
2. 外勤人員享有交通津貼補助。
3. 需自備汽機車
4. 每季發放修理獎金
5. 每年依公司營運狀況及個人績效調薪
6. 中專、大專或職業技校畢業，機電、機械相關專業。
7. 責任心強、積極上進。
8. 組織紀律性強、安全意識強。
9. 健康狀況良好（無色盲、色弱、恐高、心臟病等）。
10. 有電梯行業經驗優先考慮。","- 福利制度：【充實照顧】加入我們，體驗充滿活力與樂趣的工作環境！
在台灣通力電梯，您的職涯將迎來全方位的成長與發展機會，並享受以下精心安排的福利待遇：
- 法定福利保障：我們依法提撥員工的勞保、健保和勞退，確保您在工作中享有充分的保障。
- 免費團體保險：為了照顧您的福祉，我們提供全面的員工團體保險，保護您和您的家人 (部份自費) 。
- 定期健康檢查：我們重視員工的健康，定期提供健康檢查，確保您的身心狀況良好。
- 電話費用補助：為了減輕您的負擔，每月提供電話費用補助，讓您輕鬆保持聯繫。
- 教育訓練機會：我們重視您的專業成長，提供國內外的教育訓練機會和進修補助，讓您不斷學習進步。
- 員工制服：我們提供優質的員工制服，讓您在工作中展現專業形象。(前線及業務人員)
- 福委會福利項目：我們的福委會致力於照顧您的福利需求，包括端午/中秋禮金、生日禮金、聖誕節禮金、旅遊津貼、年終獎金以及不定期團建活動，讓您在工作之餘享受多重驚喜和福利。
年終獎金,三節獎金/禮品,專業證照獎金,員工宿舍,醫務室,生活工作諮詢,結婚禮金,生育津貼,停車費補助,旅遊補助,交通津貼補助,國內旅遊,部門聚餐,員工停車位,配發公務機,停車位,員工團體保險",https://www.104.com.tw/job/69kor
2024/01/18,製程工程師(需輪班)(台中工業區),三福氣體股份有限公司,"1. 遵守公司相關之安全、環境、衛生之要求。
2. 氫氣製程相關操作及產品充填。
3. 依據生產計畫執行生產作業。
4. 產品檢驗及分析。
5. 廠區設備/儀器例行檢查及校正。","生產技術／製程工程師,化工化學工程師","月薪36,000~45,000元",全職,台中市西屯區,不需負擔管理責任,無需出差外派,日班/晚班/大夜班/假日班，日班8-17; 中班15-23; 夜班23-7，需輪班,依公司規定,不限,1人,不拘,大學,"化學工程相關,電機電子工程相關,化學相關",英文--聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,"- 其他：- 具良好之協調能力,工作配合度佳及適合輪班工作。
- 熟英文/Microsoft、Office操作。","- 福利制度：Air Products三福氣體為全球首屈一指的工業氣體公司，也為美國前500大上市公司，歡迎您加入Air Products，在重視人員安全的工作環境、完整教育制度、健全升遷管道等創新、誠信之企業文化共同創造美好的職場生涯。
薪資成長讓您看得見
■具競爭力的薪資：保障年薪14個月，另加分紅獎金最高4個月
■年度薪資調整
■勞保/健保/勞退，法定提撥退休金，保障同仁退休生活
優於勞基法休假制度
■有薪病假，15天全薪+15天半薪，
■新婚祝賀假2天
■孕育休養假4週
■暖心陪伴假3天（陪產檢、陪生產）
■聖誕節遇平日補休
優質團保，照顧同仁與您的家人
■員工團保：壽險/醫療險/癌症險/重大疾病險/意外險/職災保險
■眷屬團保：醫療險/癌症險（配偶及子女：壽險及醫療險；父母：醫療保險）
多元福利，豐富工作，精采生活
■旅遊津貼：NT$8,000-10,000現金補助、福委會舉辦國內/外旅遊活動
■三節福利：中秋、端午、五一禮金/禮品
■社團補助
■員工協助方案(EAP)，提供同仁有關工作、生活及法律等各種諮詢服務
■其他獎勵金：年資獎勵金、員工推薦獎金NT$10,000元起
■各類補助：生育補助、婚喪喜慶補助、子女教育補助金、育兒津貼、住院慰問金
■免費定期年度健康檢查
教育訓練與升遷制度，提升職能專業度
■線上專業學習平台
■職能學習補助
■透明健全升遷管道
友善職場
■哺乳室：育兒放寬心
■Welcome Ambassador 迎新大使：新人入職有照應
■​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​Diversity, Inclusion & Belongi​ng (DIB)：職場多元共融與歸屬感
年終獎金,三節獎金/禮品,咖啡吧,生活工作諮詢,不扣薪病假,社團補助,旅遊補助,國內旅遊,國外旅遊,慶生會,社團活動,特約商店,停車位,優於勞基法特休,員工團體保險",https://www.104.com.tw/job/87vuh
2024/01/18,【電氣集團】UPS RD Engineer不斷電系統硬體工程師,伊頓飛瑞慕品股份有限公司,"美商伊頓汐止廠誠徵RD研發工程師一位，熟悉電子電路設計兩年以上相關工作經驗。
1.大型UPS不斷電系統(20K~1200K)開發與產品問題分析。
2.具備跨部門溝通協調能力，共同解決產品問題，並將結果反饋給客戶。
3.電機相關科系畢業並有儲能設備、Inverter開發相關經驗兩年以上。
4.具備基本英文能力。
本公司提供完善教育訓練機制，擁有相關經驗即可投遞履歷。歡迎想要接觸大功率產品以及跨國溝通協調能力之人才應徵。
1.Participate new product/function developments, execute validation to support global programs and local customer needs
2.Develop and promote Energy Storage solutions, integrated to EnergyAware UPS.
3,Arrange new product technical demonstration and communication in seminar or exhibition
4.Sustain three phase UPS products for engineering change, implementation and quality tracking
5.Analyze three phase UPS product field failure case, physically tests and reappear issues for followed improvements.
6.Develop product issue solutions with Eaton internal cross functions.
7.Communicate and negotiate solutions with Global/Asia/Taiwan customers, and follow through to complete the implementations.","電源工程師,硬體研發工程師",待遇面議,全職,新北市汐止區,不需負擔管理責任,無需出差外派,日班,依公司規定,不限,1人,不拘,專科以上,電機電子工程相關,英文--聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,,"- 福利制度：◆ 獎金類
績效獎金(視公司營運情況、個人績效而定)、中秋/端午/年終節金
◆ 禮券(品)類
年節/生日禮券或禮品(視當年度福委會決議而定)
◆交通車(停靠南港、南港展覽館以及係科火車站、公司)
◆ 保險津貼類
員工團保、婚喪津貼、生育津貼
◆ 制度類
教育訓練、升遷管道、健康檢查&諮詢
◆ 設備類
停車場、員工餐廳、休閒設備
◆ 其他
膳食補助、年終尾牙活動、社團活動、國內旅遊、有薪休假天數優於法令",https://www.104.com.tw/job/823em
2024/01/18,Field Service Engineer 現場服務工程師（臺南/高雄）,伊頓飛瑞慕品股份有限公司,"伊頓飛瑞慕品誠徵UPS售服工程師，負責裝機、維護保養工作，協助客戶順利操作設備與解決設備問題，竭誠歡迎具備兩年以上售服工程師相關經驗的電機相關科系人才加入我們的行列。
出差到客戶現場，進行 UPS/MBP/LV SWGR設備安裝、調試和維護工作。
1.解決客戶問題，提供技術支援以及培訓。
2.對現場設備進行故障排除和維修，並提供相關的技術支援。
3.協助銷售團隊，為客戶提供技術諮詢和解決方案。
4.根據客戶需求，制定計劃，組織安排現場工作，確保服務進度進度和品質。
5.維護現場服務記錄和相關文件，並向管理層匯報現場服務情況。
經驗要求:
1.電機相關科系畢業
2.具備兩年以上UPS/MBP/LV SWGR 設備維護經驗，或是其他半導體設備維修服務經驗
3.良好問題解決能力以及溝通能力
This exciting role offers opportunity to:
•	Provide UPS/MBP/LV SWGR after services which includes: system installation, maintenance, battery replacement, repair and so on.
•	Be responsible for product quality improvement and enhancement.
•	Establish after service related SOP
•	UPS/MBP/LV SWGR Product Application Planning
Requirement:
•	Electrical Engineering or Electronics degree
•	2+ years of experience in UPS/MBP/LV SWGR maintenance or equipment maintenance
•	With electronic circuits related knowledge and skills as well as good problem solving attitude
•	Good communication skills
Yes! Because you are the one we are looking for, we hope to hear from you now!",產品售後技術服務,待遇面議,全職,台南市新市區,不需負擔管理責任,需出差，一年累積時間未定,日班,依公司規定,不限,1~2人,2年以上,大學以上,電機電子維護相關,不拘,不拘,不拘,,"- 福利制度：◆ 獎金類
績效獎金(視公司營運情況、個人績效而定)、中秋/端午/年終節金
◆ 禮券(品)類
年節/生日禮券或禮品(視當年度福委會決議而定)
◆交通車(停靠南港、南港展覽館以及係科火車站、公司)
◆ 保險津貼類
員工團保、婚喪津貼、生育津貼
◆ 制度類
教育訓練、升遷管道、健康檢查&諮詢
◆ 設備類
停車場、員工餐廳、休閒設備
◆ 其他
膳食補助、年終尾牙活動、社團活動、國內旅遊、有薪休假天數優於法令",https://www.104.com.tw/job/7vbao
2024/01/18,【電氣集團】Project Manager 專案管理主管/專案管理工程師,伊頓飛瑞慕品股份有限公司,"加入美商趁現在!
Project Manager-電子廠、半導體廠房、數據中心建廠專案管理。
1.半導體/電子廠建廠、擴線專案管理經驗，
2.具備中等以上英文能力
3.電機或機械相關科系畢業佳
4.歡迎曾任職於EPC工程統包公司或是電子廠機電廠務人才轉換跑道
This exciting role offers opportunity to:
•	Generate and monitor project schedules, cost and scope.
•	Manage and oversee outsourcing firms and resources.
•	Provide feedback to related team(s), making necessary adjustments to meet project requirement.
•	Manage internal project teams (quality, regulatory, manufacture, sales) ensuring all functions reach consensus on project turn-key, enabling deliverables to be met.
•	Monitor budget and provide project status updates and reports.
•	Perform test and validation plans.
•	Ensure all projects meet appropriate regulatory requirements
•	Site activity / Site management function execution.
Requirements:
•	Above 5 years of relevant EPC company experience with PMP certificate
•	Experience in dealing with Turnkey site/project management in complex (such as Data Center ,Semiconductor /tsmc project execution experience)
•	Good communication and social skills to deal with different cultures and departments.
•	Service minded and customer dedicated
•	Excellent analytical and problem solving skills
•	Experience/affinity with planning and scheduling tools
•	Familiar with UPS and Low Voltage and High Voltage power system.
【No need to onsite regularly, flexible for location so remote is acceptable. 】
EPC公司如中X、漢X，或是負責電子廠房建設相關機電公司如帆X、XX電機在哪裡?我們要的就是你!",專案管理主管,待遇面議,全職,新北市汐止區,不需負擔管理責任,需出差，一年累積時間未定,日班,依公司規定,不限,1人,2年以上,大學以上,"電機電子維護相關,機械維護相關",英文--聽 /精通、說 /精通、讀 /精通、寫 /精通,不拘,"專案成本╱品質╱風險管理,專案時間╱進度控管,專案規劃執行╱範圍管理,專案溝通╱整合管理",,"- 福利制度：◆ 獎金類
績效獎金(視公司營運情況、個人績效而定)、中秋/端午/年終節金
◆ 禮券(品)類
年節/生日禮券或禮品(視當年度福委會決議而定)
◆交通車(停靠南港、南港展覽館以及係科火車站、公司)
◆ 保險津貼類
員工團保、婚喪津貼、生育津貼
◆ 制度類
教育訓練、升遷管道、健康檢查&諮詢
◆ 設備類
停車場、員工餐廳、休閒設備
◆ 其他
膳食補助、年終尾牙活動、社團活動、國內旅遊、有薪休假天數優於法令",https://www.104.com.tw/job/7v2vx
2024/01/18,【總部】IT IEngineer、 Infrastructure Engineer資訊工程師,伊頓飛瑞慕品股份有限公司,"Eaton 美商伊頓總部誠徵資深IT工程師一位。
1. 解決公司內部電腦及週邊系統設備安裝、設定及問題排除。規劃合適之解決方案，協助整體資訊之發展與應用。
2.帳號權限組態管理、儲存設備組態管理。
3.參與 IT 流程、程序 、軟件和系統的內部審核 。對 IT 基礎設施的預測和支出提出年度計劃及執行。
4.資訊機房管理。
5.確保公司資安，並進行資安事件應變計畫與演練。
A.Infrastructure
B.System account management
C.System Integration
D. Global Project Management is a plus
1. Asset Management​ - Vendor coordination and management​. Support SCM from technical perspective​
2. Life cycle management​ - PC refresh & Smart disposal​. Assist on non-standard software and hardware​
3. User Experience​ - IT Profit Planning​, On/Off boarding support​, Software installation​. Continuous Improvement​ - Drive Cost Out & Cost Avoidance
4. Accountabilities​ - Bridging BRM and other product teams​. Empowered for site IT incidents and escalations, site health check and retain​​
5. Operational Excellence​ - Drive for SLA and predefined measurements​.  Shopfloor system support​, Executive White Glove​. Coordinate site related incidents​. Customer interruptions reductions
6. Project​ Support - Business and Value stream projects. Support Site start up, closure and extensions. Lead/Support TSA, M&A project
7. IT Security and Continuity​ - IT DRP, IT Infrastructure Risk Assessment, Legal Hold​, Compliance investigation, Vulnerability cleanup, Data privacy​​​","系統工程師,資訊設備管制人員",待遇面議,全職,新北市汐止區,不需負擔管理責任,無需出差外派,日班,週休二日,不限,1人,不拘,大學以上,不拘,英文--聽 /中等、說 /中等、讀 /中等、寫 /中等,不拘,不拘,- 其他：(此職位隸屬於總部，但主要在台北汐止廠服務end users),"- 福利制度：◆ 獎金類
績效獎金(視公司營運情況、個人績效而定)、中秋/端午/年終節金
◆ 禮券(品)類
年節/生日禮券或禮品(視當年度福委會決議而定)
◆交通車(停靠南港、南港展覽館以及係科火車站、公司)
◆ 保險津貼類
員工團保、婚喪津貼、生育津貼
◆ 制度類
教育訓練、升遷管道、健康檢查&諮詢
◆ 設備類
停車場、員工餐廳、休閒設備
◆ 其他
膳食補助、年終尾牙活動、社團活動、國內旅遊、有薪休假天數優於法令",https://www.104.com.tw/job/816ou
